iter	Logloss
164	0.0004938484728
165	0.0004938399295
166	0.0004938363532
167	0.0004938365519
168	0.0004938510557
169	0.0004938319822
170	0.000493825227
171	0.0004938232402
172	0.0004938232402
173	0.0004938192666
174	0.0004937986533
175	0.0004938020309
176	0.0004937134186
177	0.0004937003056
178	0.0004936991135
179	0.0004936795433
180	0.0004936906695
181	0.000493671298
182	0.000493671298
183	0.000493653218
184	0.0004936661323
185	0.0004936373234
186	0.0004936462641
187	0.0004936422904
188	0.0004936314126
189	0.0004936314126
190	0.0004936167101
191	0.0004936264455
192	0.0004936264455
193	0.0004936284324
194	0.0004936043918
195	0.0004936210811
196	0.0004936008155
197	0.000493615518
198	0.0004936031004
199	0.0004935927689
200	0.0004935483138
201	0.0004935401678
202	0.0004935439428
203	0.0004935409625
204	0.0004935530821
205	0.0004935306311
206	0.0004935288429
207	0.0004935091734
208	0.0004934991399
209	0.0004934961597
210	0.0004934921861
211	0.0004934905966
212	0.0004934876164
213	0.0004934806625
214	0.0004934658607
215	0.0004934602976
216	0.0004934541384
217	0.0004934541384
218	0.0004934458435
219	0.0004934458435
220	0.0004934518039
221	0.0004934412738
222	0.0004934412738
223	0.0004934412738
224	0.0004934412738
225	0.0004934593538
226	0.0004934593538
227	0.0004934593538
228	0.0004934593538
229	0.0004934593538
230	0.0004934593538
231	0.0004934429129
232	0.0004934504131
233	0.0004934202135
234	0.0004934202135
235	0.0004934202135
236	0.0004934255779
237	0.0004934255779
238	0.0004934082925
239	0.0004934082925
240	0.0004934127132
241	0.0004933910569
242	0.0004933910569
243	0.0004933910569
244	0.0004933910569
245	0.0004933910569
246	0.0004933910569
247	0.0004933910569
248	0.0004933910569
249	0.0004933910569
250	0.0004933910569
251	0.0004933910569
252	0.0004933910569
253	0.0004933910569
254	0.0004933910569
255	0.0004933910569
256	0.0004933910569
257	0.0004933910569
258	0.0004933910569
259	0.0004933910569
260	0.0004933910569
261	0.0004933910569
262	0.0004933910569
263	0.0004933910569
264	0.0004933910569
265	0.0004933910569
266	0.0004933910569
267	0.0004933910569
268	0.0004933910569
269	0.0004933910569
270	0.0004933910569
271	0.0004933910569
272	0.0004933910569
273	0.0004933910569
274	0.0004933910569
275	0.0004933910569
276	0.0004933910569
277	0.0004933910569
278	0.0004933910569
279	0.0004933910569
280	0.0004933910569
281	0.0004933910569
282	0.0004933910569
283	0.0004933910569
284	0.0004933910569
285	0.0004933910569
286	0.0004933910569
287	0.0004933910569
288	0.0004933910569
289	0.0004933910569
290	0.0004933910569
291	0.0004933910569
292	0.0004933910569
293	0.0004933910569
294	0.0004933910569
295	0.0004933910569
296	0.0004933910569
297	0.0004933910569
298	0.0004933910569
299	0.0004933910569
300	0.0004933910569
301	0.0004933910569
302	0.0004933910569
303	0.0004933910569
304	0.0004933910569
305	0.0004933910569
306	0.0004933910569
307	0.0004933910569
308	0.0004933910569
309	0.0004933910569
310	0.0004933910569
311	0.0004933910569
312	0.0004933910569
313	0.0004933910569
314	0.0004933910569
315	0.0004933910569
316	0.0004933910569
317	0.0004933910569
318	0.0004933910569
319	0.0004933910569
320	0.0004933910569
321	0.0004933910569
322	0.0004933910569
323	0.0004933910569
324	0.0004933910569
325	0.0004933910569
326	0.0004933910569
327	0.0004933910569
328	0.0004933910569
329	0.0004933910569
330	0.0004933910569
331	0.0004933910569
332	0.0004933910569
333	0.0004933910569
334	0.0004933910569
335	0.0004933910569
336	0.0004933910569
337	0.0004933910569
338	0.0004933910569
339	0.0004933910569
340	0.0004933910569
341	0.0004933910569
342	0.0004933910569
343	0.0004933910569
344	0.0004933910569
345	0.0004933910569
346	0.0004933910569
347	0.0004933910569
348	0.0004933910569
349	0.0004933910569
350	0.0004933910569
351	0.0004933910569
352	0.0004933910569
353	0.0004933910569
354	0.0004933910569
355	0.0004933910569
356	0.0004933910569
357	0.0004933910569
358	0.0004933910569
359	0.0004933910569
360	0.0004933910569
361	0.0004933910569
362	0.0004933910569
363	0.0004933910569
364	0.0004933910569
365	0.0004933910569
366	0.0004933910569
367	0.0004933910569
368	0.0004933910569
369	0.0004933910569
370	0.0004933910569
371	0.0004933910569
372	0.0004933910569
373	0.0004933910569
374	0.0004933910569
375	0.0004933910569
376	0.0004933910569
377	0.0004933910569
378	0.0004933910569
379	0.0004933910569
380	0.0004933910569
381	0.0004933910569
382	0.0004933910569
383	0.0004933910569
384	0.0004933910569
385	0.0004933910569
386	0.0004933910569
387	0.0004933910569
388	0.0004933910569
389	0.0004933910569
390	0.0004933910569
391	0.0004933910569
392	0.0004933910569
393	0.0004933910569
394	0.0004933910569
395	0.0004933910569
396	0.0004933910569
397	0.0004933910569
398	0.0004933910569
399	0.0004933910569
